ID	Arable6_1	Arable6_2	Arable6_3	Arable6_4	Arable9_1	Arable9_2	Arable9_3	Arable9_4	Abundance	Kindom
BACasv88	0	0	0.003166023	0.003376171	0	0	0	0	0.081777425	Bac
BACasv89	0.001210855	0.001703578	0.000772201	0.00112539	0.004711631	0.001961639	0.001250938	0.002519487	0.190696488	Bac
BACasv90	0.000237423	0.000534456	0.00019305	0	0.001134281	0.00087184	0.00425319	0.002755689	0.124749113	Bac
BACasv91	0.002991524	0.007348766	0.001119691	0.001815146	0.007503708	0.004504505	0.004503378	0.007322258	0.4638622	Bac
BACasv92	0.000664783	0.000634666	0	0.000508241	0.002704825	0.002034292	0.002802102	0.002047083	0.1424499	Bac
BACasv93	0.001519504	0.002538665	0.002084942	0.00112539	0.005235145	0.004577158	0.002752064	0	0.24791085	Bac
BACasv94	0.002469194	0.00220463	0.002123552	0.002432295	0.003577349	0.002397559	0.001901426	0.002913156	0.250239513	Bac
BACasv95	0.002231772	0.003106524	0.001756757	0.002468598	0.003315592	0.002833479	0.001951464	0.004330368	0.274931925	Bac
BACasv96	0.001923123	0.001603367	0.002992278	0.000798664	0.01404764	0.009009009	0.007355517	0.004330368	0.525749575	Bac
BACasv97	0.000854721	0.001202525	0.000579151	0.000980179	0.001134281	0.007120023	0.0008006	0	0.1583935	Bac
BACasv99	0.005603172	0.004810101	0	0	0.004711631	0.001453066	0.001851389	0	0.230366988	Bac
BACasv100	0	0.000367438	0	0	0	0.001743679	0.001551163	0.00338556	0.088098	Bac
BACasv101	0.000593556	0.000901894	0.000289575	0	0.001657796	0.001089799	0.001901426	0.001574679	0.100109063	Bac
BACasv102	0.001875638	0.001369543	0.007528958	0.00174254	0	0	0.000900676	0	0.167716938	Bac
BACasv103	0.003181462	0.003106524	0.001332046	0.00348508	0	0.000508573	0.000650488	0.000314936	0.157238863	Bac
BACasv105	0.00147202	0.00220463	0.002760618	0.003775503	0.00322834	0.003051439	0.001901426	0.002362019	0.259449938	Bac
BACasv106	0.001377051	0.000233824	0.000405405	0.00025412	0.000872524	0.00043592	0.001050788	0.001810881	0.080506413	Bac
BACasv110	0.000118711	0	0.00011583	0.00025412	0.006194922	0.004068585	0.001150863	0.002598221	0.18126565	Bac
BACasv112	0	0	0	0	0	0	0.003002252	0	0.03752815	Bac
BACasv113	0.003561338	0.002471858	0	0	0	0	0	0	0.07541495	Bac
BACasv114	0.002041834	0.002605471	0.00023166	0.000363029	0.00540965	0.001380413	0.001250938	0.002598221	0.1985152	Bac
BACasv115	0.001519504	0.002037612	0.001911197	0.001306905	0.002617573	0.001598373	0.001451088	0.003149358	0.194895125	Bac
BACasv116	0.003133978	0.003774593	0.001949807	0.001343208	0.001570544	0	0.0004003	0.004409102	0.20726915	Bac
BACasv118	0.004368575	0.003507365	0.000965251	0.003158353	0.003315592	0.004068585	0.001751313	0.002834422	0.2996182	Bac
BACasv120	0.000498587	0	0.000888031	0.000943876	0	0	0.002702027	0	0.062906513	Bac
BACasv121	0.00189938	0.003640979	0.001138996	0.001343208	0	0	0.001851389	0.003857964	0.17164895	Bac
BACasv123	0.002754101	0.002538665	0.000714286	0.001669934	0.000959777	0.00595757	0.003102327	0.005668845	0.292068813	Bac
BACasv124	0.007098934	0.00594582	0.003301158	0.005082408	0.00253032	0	0	0	0.299483	Bac
BACasv125	0.001661958	0.00153656	0.002142857	0.002722718	0	0.00065388	0.000300225	0.001259743	0.128474263	Bac
BACasv126	0.001187113	0.001402946	0.000772201	0.000508241	0	0.002470212	0.002201651	0.001023541	0.119573813	Bac
BACasv128	0.000902206	0.002672278	0.000617761	0	0.003926359	0.006974717	0.003102327	0.004251634	0.280591025	Bac
BACasv129	0.00116337	0.001937402	0	0.000798664	0.003141087	0.001525719	0.002151614	0.001102275	0.147751638	Bac
BACasv131	0.001994349	0.001369543	0.006467181	0.002178175	0.000785272	0.001671026	0	0	0.180819325	Bac
BACasv132	0.001733185	0.000701473	0.003397683	0.00261381	0	0	0	0	0.105576888	Bac
BACasv134	0.000261165	0.001068911	0.000540541	0.000399332	0	0	0.003252439	0	0.06902985	Bac
BACasv137	0.00094969	0.001235929	0.001061776	0.001887751	0	0	0	0.001259743	0.079936113	Bac
BACasv139	0.00284907	0.002939506	0.001409266	0.001815146	0.001047029	0	0.000650488	0.001338477	0.150612275	Bac
BACasv140	0.001923123	0.004108628	0.001640927	0.004574167	0.001308786	0.001743679	0.001100826	0.00299189	0.242400325	Bac
BACasv141	0.005104585	0.003407155	0.00511583	0.007333188	0	0	0.002551914	0	0.2939084	Bac
BACasv142	0.002374225	0.001703578	0.001525097	0.002831627	0	0.000581226	0.000500375	0.00039367	0.123872475	Bac
BACasv143	0.00631544	0.007649397	0.002953668	0.005300225	0.006020417	0.003632665	0.001501126	0.004881505	0.478180538	Bac
BACasv145	0.001020917	0.002037612	0.003301158	0.002686415	0.000436262	0.000508573	0.000500375	0.000314936	0.1350781	Bac
BACasv146	0.002587906	0.004275646	0.001138996	0.002105569	0.000872524	0.001598373	0.001501126	0.002362019	0.205526988	Bac
BACasv148	0.002279256	0.002872699	0.00015444	0	0.003664602	0.004359198	0.005003753	0.004487836	0.2852723	Bac
BACasv152	0	0.001402946	0.001988417	0.007841429	0	0	0	0	0.1404099	Bac
BACasv153	0	0	0	0	0.001396039	0	0	0.001653413	0.03811815	Bac
BACasv154	0.001139628	0.002271437	0.001100386	0.001924054	0.001134281	0.002397559	0.001250938	0.002598221	0.1727063	Bac
BACasv156	0.00116337	0.001235929	0.001776062	0.00174254	0.001134281	0	0	0	0.088152275	Bac
BACasv157	0.00147202	0.001503157	0.001351351	0.001306905	0.000785272	0.001453066	0.001050788	0.000866074	0.122357913	Bac
BACasv160	0.002611648	0.003240138	0.001254826	0.001234299	0.001483291	0.000726533	0	0.001417211	0.149599325	Bac
BACasv161	0	0	0	0	0	0.002542865	0.000700525	0.002519487	0.072035963	Bac
BACasv164	0.001187113	0.001670174	0.000173745	0	0	0	0	0	0.0378879	Bac
BACasv167	0.0016857	0.00230484	0	0.000617149	0	0	0.001000751	0.000314936	0.0740422	Bac
BACasv169	0.000332392	0	0.000366795	0	0	0	0	0	0.008739838	Bac
BACasv173	0	0	0	0	0.001047029	0.000944493	0.000850638	0.000472404	0.04143205	Bac
BACasv174	0	0	0	0	0	0.001525719	0.001501126	0	0.037835563	Bac
BACasv176	0.000546072	0.001035508	0.00034749	0.000508241	0.001047029	0.001089799	0.001100826	0.001810881	0.093573075	Bac
BACasv177	0.000237423	0.000233824	0	0	0.000872524	0	0	0	0.016797138	Bac
BACasv178	0.000664783	0.001870595	0.001138996	0.000834967	0.001221534	0	0	0	0.071635938	Bac
BACasv181	0.000379876	0.000367438	0.001525097	0.00087127	0	0	0	0	0.039296013	Bac
BACasv182	0.000474845	0	0.000289575	0.000617149	0.002792077	0	0	0	0.052170575	Bac
BACasv183	0.001353308	0.001803788	0.00034749	0	0	0	0	0	0.043807325	Bac
BACasv186	0.001851896	0.002338244	0.001100386	0.001561025	0	0	0	0	0.085644388	Bac
BACasv187	0.003680049	0.006747503	0.009189189	0.00972918	0.002617573	0.001235106	0.002601951	0.000629872	0.455380288	Bac
BACasv188	0.001234597	0.002137823	0.00019305	0	0	0.000799186	0	0	0.0545582	Bac
BACasv192	0.001756927	0.002739085	0	0.000726058	0	0	0.002702027	0	0.099051213	Bac
BACasv193	0.001804411	0.001202525	0.000888031	0.000943876	0	0	0	0	0.060485538	Bac
BACasv194	0.000641041	0.001302736	0.000656371	0.000617149	0	0	0.001050788	0	0.053351063	Bac
BACasv195	0.000451103	0.000801684	0.000482625	0	0	0	0.002151614	0.001968349	0.073192188	Bac
BACasv199	0.002730359	0.002839296	0.001196911	0.002069266	0	0	0	0	0.1104479	Bac
BACasv200	0.001780669	0.00153656	0.000366795	0.000363029	0	0.000944493	0.000850638	0	0.0730273	Bac
BACasv201	0	0.002505261	0.000598456	0.000907573	0	0.001089799	0.001300976	0.001889615	0.103646	Bac
BACasv205	0.001733185	0.001903998	0	0	0	0	0	0	0.045464788	Bac
BACasv206	0.00021368	0.000434245	0.001409266	0.000943876	0	0	0	0	0.037513338	Bac
BACasv207	0	0	0	0	0.001483291	0.001307759	0.000650488	0.000944807	0.054829313	Bac
BACasv208	0	0	0	0	0	0	0	0.002362019	0.029525238	Bac
BACasv209	0.000973432	0.000801684	0.000289575	0.000617149	0	0	0	0	0.033523	Bac
BACasv211	0.000403618	0.000835087	0.00034749	0.000689755	0	0.001307759	0.001551163	0.000708606	0.073043475	Bac
BACasv212	0.000308649	0.000534456	9.65E-05	0.000326726	0.001745048	0.000581226	0.0004003	0	0.049911313	Bac
BACasv213	0	0.000434245	0	0	0	0.001307759	0.001250938	0.002519487	0.068905363	Bac
BACasv215	0.000688525	0.001302736	0.002220077	0.001669934	0.000436262	0	0.000650488	0.000708606	0.09595785	Bac
BACasv219	0.001638216	0.002238033	0.00034749	0.000544544	0	0	0	0	0.059603538	Bac
BACasv221	0	0	0	0.000363029	0.001570544	0	0.000550413	0.000866074	0.04187575	Bac
BACasv222	0.000403618	0.000367438	0.000559846	0.000726058	0.001657796	0	0.000700525	0.001023541	0.067985275	Bac
BACasv223	0	0	0	0	0.001308786	0.001598373	0.000850638	0	0.046972463	Bac
BACasv230	0	0	0.00027027	0.000326726	0	0.001380413	0.001300976	0.001574679	0.0606633	Bac
BACasv231	0.000451103	0.000400842	0.001216216	0.000798664	0.000698019	0.001089799	0.000950713	0.001810881	0.092702963	Bac
BACasv233	0	0	0.00030888	0	0	0	0	0	0.003861	Bac
BACasv234	0	0	0.000405405	0.000762361	0	0	0	0	0.014597075	Bac
BACasv235	0.001210855	0.002104419	0.00015444	0.000363029	0	0	0.000500375	0	0.054163975	Bac
BACasv236	0.000451103	0	0.001679537	0.001234299	0	0	0	0	0.042061738	Bac
BACasv237	0.002587906	0.002505261	0.000888031	0.002287083	0	0	0	0	0.103353513	Bac
BACasv238	0	0	0	0	0	0.001307759	0.001150863	0	0.030732775	Bac
BACasv240	0.000688525	0.00066807	0.000328185	0	0	0	0	0	0.02105975	Bac
BACasv241	0	0	0	0.000363029	0	0	0	0	0.004537863	Bac
BACasv242	0.000118711	0.000367438	0.00034749	0.000326726	0.004886136	0	0.001551163	0.001732147	0.116622638	Bac
BACasv245	0.000498587	0.00076828	0	0	0	0	0	0	0.015835838	Bac
BACasv247	0.00021368	0.002906103	0.000926641	0	0	0	0	0	0.0505803	Bac
BACasv251	0	0	0.00019305	0	0	0.001380413	0.001000751	0	0.032177675	Bac
BACasv252	0.001400793	0.000534456	0	0	0	0	0	0	0.024190613	Bac
BACasv253	0.002492937	0.001336139	0.004401544	0.004646773	0	0	0	0	0.160967413	Bac
BACasv254	9.50E-05	0	0.000328185	0.000471938	0	0	0	0	0.011189038	Bac
BACasv260	0.000332392	0.00086849	0.000714286	0.000980179	0.001832301	0	0.001801351	0.001653413	0.10228015	Bac
BACasv261	0.000498587	0	0	0.000617149	0	0	0.001701276	0.001810881	0.057848663	Bac
BACasv265	0	0	0.001081081	0.000907573	0	0	0	0	0.024858175	Bac
BACasv267	0.000902206	0.00143635	0.000830116	0	0	0.001888986	0	0	0.063220725	Bac
BACasv268	0	0	0	0	0	0	0.001300976	0	0.0162622	Bac
BACasv270	0	0	0.00019305	0.000471938	0	0	0.001050788	0	0.0214472	Bac
BACasv271	0	0	0	0	0	0	0	0.004330368	0.0541296	Bac
BACasv283	0	0.000367438	0	0	0	0	0	0	0.004592975	Bac
BACasv284	0	0	0.000868726	0.001924054	0	0	0	0	0.03490975	Bac
BACasv285	0.000189938	0.000267228	0	0	0.001134281	0.000581226	0.001200901	0	0.042169675	Bac
BACasv287	0.000261165	0.000501052	0.000791506	0.000290423	0.001919553	0	0.001000751	0.002440753	0.090065038	Bac
BACasv288	0.002682875	0.004208839	0.003494208	0.002650113	0	0.001307759	0.001050788	0	0.192432275	Bac
BACasv290	0	0.000501052	0	0	0	0	0	0	0.00626315	Bac
BACasv293	0.001210855	0.001369543	0.000289575	0.000689755	0	0	0	0	0.0444966	Bac
BACasv294	0	0	0.000173745	0	0	0	0	0	0.002171813	Bac
BACasv296	0.000451103	0.001002104	0.000250965	0.001052784	0	0	0	0	0.03446195	Bac
BACasv299	0	0	0	0	0.00034901	0	0	0	0.004362625	Bac
BACasv300	0.00116337	0	0	0	0	0	0	0.000866074	0.02536805	Bac
BACasv301	7.12E-05	0.000233824	0.000945946	0.000617149	0	0	0	0	0.023351488	Bac
BACasv302	0.000379876	0	0	0	0	0	0	0.000629872	0.01262185	Bac
BACasv305	0	0	0	0	0	0	0.002952214	0	0.036902675	Bac
BACasv306	0	0	0	0	0	0	0	0.002913156	0.03641445	Bac
BACasv309	0.000403618	0	0	0	0	0.001888986	0	0	0.02865755	Bac
BACasv311	0.000569814	0.000601263	0.000830116	0.00174254	0	0	0	0	0.046796663	Bac
BACasv315	0.000403618	0.001035508	0.000579151	0.000834967	0	0	0	0	0.03566555	Bac
BACasv316	0	0	0	0.000399332	0.003141087	0.002542865	0	0	0.07604105	Bac
BACasv317	0.000261165	0	0	0	0	0	0	0	0.003264563	Bac
BACasv319	0.001115886	0.000835087	0	0	0	0	0	0	0.024387163	Bac
BACasv323	0.001092144	0.001169122	5.79E-05	0.000217817	0	0	0	0	0.031712288	Bac
BACasv324	0.000569814	0.000835087	0.002316602	0.002178175	0	0.000290613	0	0.000472404	0.083283688	Bac
BACasv325	0.00052233	0.00076828	0.000250965	0	0	0	0.0008006	0	0.029277188	Bac
BACasv330	0.000189938	0.001503157	0	0	0	0	0	0	0.021163688	Bac
BACasv331	0.00021368	0	0	0.000217817	0	0.000726533	0.000350263	0.000551138	0.025742888	Bac
BACasv333	0	0	3.86E-05	0	0	0	0	0	0.0004825	Bac
BACasv336	0.001044659	0.001235929	0	0	0	0	0	0	0.02850735	Bac
BACasv343	0.002113061	0.002338244	0.001563707	0.001960357	0	0	0	0	0.099692113	Bac
BACasv347	0	0	0	0	0.001483291	0	0.00060045	0	0.026046763	Bac
BACasv348	0.000688525	0.00143635	0.000694981	0.000508241	0	0	0	0	0.041601213	Bac
BACasv351	0.000997175	0.001068911	0.000733591	0.001052784	0	0	0	0	0.048155763	Bac
BACasv352	0.000474845	0.000567859	0	0.000217817	0	0	0.000350263	0	0.0201348	Bac
BACasv355	0	0	0	0.000726058	0	0	0	0	0.009075725	Bac
BACasv358	0.000878463	0.001369543	0	0	0	0	0	0	0.028100075	Bac
BACasv359	0	0	0	0.001488419	0	0	0	0	0.018605238	Bac
BACasv362	0.000451103	0	0	0	0	0	0	0	0.005638788	Bac
BACasv366	0.001115886	0.000701473	0.000598456	0.001415814	0	0	0	0	0.047895363	Bac
BACasv367	0	0	0	0	0	0.001017146	0.000850638	0.001968349	0.047951663	Bac
BACasv374	0	0.000300631	0	0	0	0	0.000700525	0.001102275	0.026292888	Bac
BACasv385	0.000379876	0	0	0	0	0	0.000450338	0	0.010377675	Bac
BACasv387	0.000379876	0.00153656	0.00027027	0.00087127	0	0	0	0	0.0382247	Bac
BACasv388	0.000284907	0.000400842	0.000714286	0.000363029	0	0.000290613	0.000150113	0.000236202	0.0304999	Bac
BACasv389	0	0	0	0	0	0	0	0.005117707	0.063971338	Bac
BACasv391	0.000237423	0	0	0	0	0	0	0	0.002967788	Bac
BACasv393	0.001044659	0.00086849	0.00019305	0.000762361	0	0	0	0	0.035857	Bac
BACasv397	0.000854721	0.000734877	0.00019305	0.00025412	0	0	0	0	0.0254596	Bac
BACasv398	0.000854721	0	0	0	0	0	0	0	0.010684013	Bac
BACasv399	0	0	0.000694981	0.00112539	0	0	0	0	0.022754638	Bac
BACasv403	0	0.000300631	9.65E-05	0	0	0	0	0	0.004964138	Bac
BACasv404	0.000546072	0.000367438	0.000212355	0	0	0.00043592	0	0	0.019522313	Bac
BACasv408	0.000284907	0	0.00027027	0.000471938	0	0	0	0	0.012838938	Bac
BACasv409	0	0.001169122	0	0	0	0	0	0	0.014614025	Bac
BACasv410	0.000166196	0.001135718	0.001138996	0.000580847	0.000610767	0	0	0	0.04540655	Bac
BACasv411	0.000759752	0.000501052	0.000675676	0.000471938	0	0	0	0	0.030105225	Bac
BACasv412	0.000546072	0.00066807	0.000501931	0.000326726	0.002094058	0	0.0004003	0.001338477	0.073445425	Bac
BACasv413	0	0	0	0	0	0	0.000300225	0.000866074	0.014578738	Bac
BACasv417	0.000356134	0.000935297	0.0003861	0.000544544	0	0	0	0	0.027775938	Bac
BACasv419	0.000641041	0.001002104	0.000444015	0	0	0	0	0	0.0260895	Bac
BACasv422	0	0	0.000598456	0.000471938	0	0	0	0	0.013379925	Bac
BACasv425	0.000641041	0.001135718	0	0	0	0	0	0	0.022209488	Bac
BACasv426	0.000261165	0.000534456	0	0.001197996	0	0.000726533	0.000550413	0	0.040882038	Bac
BACasv428	0.000237423	0	0	0	0	0.001235106	0.000750563	0.000944807	0.039598738	Bac
BACasv429	0.000783494	0.000835087	0.00015444	0	0	0	0	0	0.022162763	Bac
BACasv430	0	0.000400842	0.000810811	0.000653452	0	0	0	0	0.023313813	Bac
BACasv431	0	0	0.00015444	0	0	0	0.001200901	0	0.016941763	Bac
BACasv438	0.000759752	0	0	0	0	0	0	0	0.0094969	Bac
BACasv439	0.000546072	0.001068911	0.00023166	0.000471938	0	0	0	0	0.028982263	Bac
BACasv440	0.000783494	0.001402946	0.000868726	0.001415814	0	0	0.000750563	0	0.065269288	Bac
BACasv441	0.000427361	0	0.000617761	0	0	0	0	0	0.013064025	Bac
BACasv442	0	0.000167017	0.000444015	0.001161693	0	0	0	0	0.022159063	Bac
BACasv449	0.000712268	0.001035508	0.000173745	0.000181515	0	0	0	0	0.02628795	Bac
BACasv450	0.001828154	0.002037612	0.000945946	0.00199666	0	0	0	0	0.08510465	Bac
BACasv451	0.000237423	0.000267228	0.000289575	0.000326726	0	0.000363266	0.000650488	0	0.026683825	Bac
BACasv455	0.000498587	0	0.000135135	0	0	0	0	0	0.007921525	Bac
BACasv457	0	0	0.00011583	0	0	0	0	0	0.001447875	Bac
BACasv458	4.75E-05	0	0	0	0	0	0	0	0.00059375	Bac
BACasv459	0.00052233	0.001002104	0.00023166	0.000399332	0	0	0	0	0.026942825	Bac
BACasv460	0	0	0.000579151	0	0	0	0	0	0.007239388	Bac
BACasv461	0	0	0.000579151	0	0	0	0	0	0.007239388	Bac
BACasv462	0.00094969	0.000334035	0.000868726	0.000145212	0	0	0.000700525	0	0.03747735	Bac
BACasv466	0.000617299	0.000968701	0	0	0	0	0	0	0.019825	Bac
