ID,Arable6_1,Arable6_2,Arable6_3,Arable6_4,Restored6_1,Restored6_2,Restored6_3,Restored6_4,Arable9_1,Arable9_1,Arable9_3,Arable9_4,Restored9_1,Restored9_2,Restored9_3,Restored9_4
Fun_asv57,0.000419379,0,0,0,0.007573436,0.010051981,0.010367985,0.004894558,0,0,0,0,0.003382509,0.010012807,0.011591811,0.008912401
Fun_asv58,0.004423453,0.003695528,0.005868302,0.004049415,0.000262663,0.000218022,0.000233382,0.001554353,0.003523688,0.002580515,0.002184072,0.008405866,0,0.0000699,0.000108059,0.0000635
Fun_asv59,0.001547709,0.001109878,0.001532662,0.002018664,0.001707306,0.00319575,0.004060843,0.00090395,0.001209201,0.001005396,0.001765035,0.000178848,0.001762572,0.00137385,0.00126724,0.002335335
Fun_asv60,0.000329512,0.00017075,0,0.000132966,0.000175108,0.000189335,0.000344238,0.000143309,0.018695385,0,0,0.011637057,0.000244519,0.0000931,0.005805729,0
Fun_asv61,0.001687502,0.0027564,0.003451942,0.003614254,0,0.000114749,0.000221713,0.000396856,0.005375278,0.005339768,0.003301503,0.006915464,0,0,0.0000982,0.0000953
Fun_asv62,0.004842833,0.003732117,0.00309294,0.004194469,0.00901808,0.007240639,0.010350481,0.009491473,0.0003023,0.000335132,0.000469829,0.000894241,0.000916945,0.000849924,0.001522653,0.000730785
Fun_asv63,0.004193793,0.001744094,0.001960703,0.0019824,0.012925185,0.012381379,0.014236287,0.008918237,0.001020264,0.000770803,0.000152377,0.000226541,0.00633711,0.007090465,0.00501002,0.003510946
Fun_asv64,0.00204697,0.003475991,0.002941055,0.002925249,0.001937136,0.001669593,0.000490102,0.000716546,0.001983846,0.017851358,0.000355547,0.00166925,0.000152824,0,0,0
Fun_asv65,0.000509246,0,0.000193309,0,0.0000547,0.0000459,0.0000817,0.000374808,0,0.000256934,0.000622206,0,0.002037656,0.007835604,0.008124091,0.015092301
Fun_asv66,0,0,0,0.000157141,0.000448715,0.000504894,0.000245051,0,0.00012281,0.000458014,0.000520622,0.0000238,0.003708534,0.005996041,0.003408778,0.018301401
Fun_asv67,0,0,0.000690388,0,0,0,0,0,0.046535355,0.001396383,0.000253962,0.000107309,0.000152824,0,0,0
Fun_asv68,0.007279227,0.006549499,0.007635696,0.004013152,0.000908375,0.000803241,0.0012836,0.001377972,0.002210571,0.001038909,0,0.000608084,0.0000917,0.002165561,0,0.001127951
Fun_asv69,0.001507769,0.000219536,0,0,0.001729195,0.000665542,0.011680757,0.003648871,0,0,0,0,0,0,0.0000393,0
Fun_asv70,0,0,0,0,0.00015322,0.0000975,0.000274224,0.000187404,0,0,0,0,0.00379004,0.001536849,0.016611655,0.003336193
Fun_asv71,0.003105404,0.002195363,0.00179501,0.00209119,0.00707,0.007906182,0.007532396,0.00347249,0,0,0,0,0,0.0000349,0.0000786,0.0000635
Fun_asv72,0.002815833,0.000731788,0.001656932,0.000918673,0.001707306,0.001784341,0.001727025,0.002105542,0.00145482,0.006792006,0.000584112,0.000405389,0.000641862,0.001851205,0.000510826,0.000413052
Fun_asv73,0.000698966,0.000280519,0,0,0.000404938,0.000929464,0.009201076,0.008058382,0.000160597,0,0.0000889,0.0000358,0,0,0,0
Fun_asv74,0.000359468,0,0,0,0.00128048,0.00062538,0.001651176,0.000540165,0,0,0,0,0.001436547,0.015845849,0.001728948,0.002589521
Fun_asv75,0.00179734,0.003634545,0.004791296,0.005330722,0.001652585,0.001434358,0.001056052,0.001664591,0.004090501,0.006389848,0.007364892,0.007583164,0.000112071,0,0,0.000285959
Fun_asv76,0.002096897,0.002792989,0.019607031,0.011096606,0.00030644,0.000120486,0.000414253,0.000661427,0.003448113,0.005920663,0.004507822,0.006927388,0.000122259,0.000232856,0.000363472,0.000238299
Fun_asv77,0.008497424,0.007903306,0.0014222,0.000954937,0.000262663,0.000384408,0.000851843,0.002061447,0.00027396,0.000759632,0.000546018,0.002933111,0.000254707,0.001222494,0.000167001,0.000508372
Fun_asv78,0.00091864,0.000707395,0.000510887,0.000531863,0.000284551,0.000458995,0.002543861,0.00487251,0,0,0,0,0.000560355,0.001781348,0.000451884,0.016061386
Fun_asv79,0.000109837,0,0,0,0.00112726,0.009047931,0.000933527,0.000418904,0,0,0,0,0.001130899,0.002456631,0.001591418,0.001541003
Fun_asv80,0.000609099,0.001439182,0.00191928,0.000423073,0.0000766,0.000109011,0.000396749,0.000231499,0.020329696,0.000893685,0.003784031,0.009002027,0.000122259,0,0,0
Fun_asv81,0.007578783,0.003122294,0.01157091,0.008606518,0.000317384,0.000321296,0.000268389,0.004729201,0.001350905,0.000256934,0,0.001120782,0,0,0.0000688,0.0000635
Fun_asv82,0.000429365,0,0,0,0.000142276,0,0.00166868,0.000529141,0,0,0,0,0.000509414,0.001245779,0.000736768,0.029660344
Fun_asv83,0.00020969,0.0000976,0,0,0.005067198,0.004125214,0.003057301,0.002634683,0,0,0,0,0,0,0.000186648,0
Fun_asv84,0.001048448,0.000939127,0.001891664,0.001607678,0.002768901,0.003126901,0.002689725,0.001466163,0.002352274,0,0,0,0,0,0,0
Fun_asv85,0.00110836,0.00037809,0.000317579,0.00109999,0.002922121,0.002627744,0.004405081,0.001620495,0,0.000134053,0.000126981,0.000357696,0.000183389,0.000919781,0.000255413,0.000413052
Fun_asv86,0.001078404,0.000975717,0.001684548,0.001523064,0.002013746,0.002042526,0.002012918,0.001973256,0.0003023,0.000111711,0.0000889,0,0.000611297,0.001001281,0.00209242,0.001525117
Fun_asv87,0.000589128,0.001927041,0.001532662,0.0019824,0.003972771,0.001411408,0.003640755,0.001609472,0,0.000290448,0.000380943,0.000202695,0,0,0,0
Fun_asv88,0.004133882,0.004488297,0.003603828,0.004170293,0.001105371,0.00482518,0.005350277,0.002337041,0,0.0000782,0,0.000262311,0.0000408,0,0,0
Fun_asv89,0.000379438,0.000426876,0.000787043,0.000531863,0,0,0.0000758,0.000121262,0.000793538,0.00073729,0.014640898,0.003481579,0,0.0000582,0.000117883,0
Fun_asv90,0.001487798,0.001061092,0.001077006,0.000979112,0.001455588,0.002214649,0.002222961,0.001521281,0.001766567,0,0.000380943,0.000536545,0.001976526,0.000174642,0.000216119,0.000285959
Fun_asv91,0.00200703,0.000609823,0.001228891,0.001015376,0,0.000355721,0.001429463,0.005897721,0.012894998,0.003865188,0.006742686,0.006867772,0.001039204,0.000745139,0.000559943,0.000222413
Fun_asv92,0.001777369,0.001305021,0.001449816,0.002067015,0.003502167,0.004234225,0.004685139,0.000959069,0.000188938,0,0,0.0000715,0.00225161,0.000814996,0.000108059,0.000667239
Fun_asv93,0.001917163,0.000878145,0.000911313,0.001293395,0.002582848,0.002622006,0.003127316,0.001444115,0,0,0,0,0,0,0,0
Fun_asv94,0,0,0,0.000217581,0.007956486,0.003924404,0.000688476,0,0,0,0,0,0.000366778,0,0.000618885,0
Fun_asv95,0.0000799,0.0000732,0,0,0.000164164,0.00022376,0.000157533,0.000914974,0.0000756,0,0,0,0.00764121,0.004133194,0.006120083,0.001985829
Fun_asv96,0.003355035,0.003073508,0.004211369,0.004823035,0.004749814,0.004653057,0.00358241,0.001466163,0.009191819,0.004669504,0.001917412,0.002277334,0.005277529,0.003772267,0.00459743,0.006688272
Fun_asv97,0.000748892,0,0,0.000362634,0.000995929,0.001204861,0.001318607,0.001499234,0,0,0.000304754,0.0000238,0.002587823,0.000966352,0.002426421,0.004416484
Fun_asv98,0.002516276,0.002036809,0.00526076,0.003239532,0.000328328,0.000321296,0.000332569,0.000540165,0.00045345,0.000714948,0.001320601,0.00129963,0.0000713,0,0.0000786,0
Fun_asv99,0.001457842,0.000853752,0.00414233,0.002671405,0.001389923,0.001508945,0.001231089,0.001289782,0.002323934,0.00094954,0.000774584,0.001776559,0.000550167,0.000221213,0.000579591,0.001032631
Fun_asv100,0.000149778,0.0000732,0,0.000120878,0.004552817,0.003551471,0.000437591,0.000925997,0,0,0,0,0.001711631,0.000593783,0.001188652,0
Fun_asv101,0.002376483,0.000353697,0.000165693,0.000326371,0.001740139,0.00082619,0.000916023,0.00148821,0.000085,0.00010054,0.000152377,0.000166925,0.001884832,0.002433345,0.002259421,0.001715756
Fun_asv102,0.004273675,0.001439182,0.001822625,0.00159559,0.00030644,0.000367196,0.000519274,0.00388037,0.000736857,0.00083783,0.000571414,0.001025396,0.000682615,0.000162999,0.0000982,0.000683125
Fun_asv103,0.000299557,0.00020734,0.000138078,0.000314283,0.001937136,0.002237599,0.001015211,0.002381136,0.001369798,0.000971882,0.001079338,0.000596161,0.005552612,0.015112353,0.009872687,0.005623868
Fun_asv104,0.000609099,0.00037809,0.000648965,0.000374722,0.001072539,0.000734391,0.000420087,0.001455139,0.00057626,0,0.0000762,0.000798855,0.002516505,0.001501921,0.002681834,0.002271789
Fun_asv105,0.000728921,0.000365894,0.000414233,0.000531863,0.000492492,0.00040162,0.001236923,0.001377972,0.0003023,0.000279277,0.00053332,0,0.003973429,0.000710211,0.003104248,0.00179519
Fun_asv106,0.000299557,0.000317108,0.000704196,0.001329659,0.002615681,0.003132638,0.002742236,0.000485046,0,0,0,0,0,0,0,0
Fun_asv107,0.000998522,0.000317108,0.000897505,0.000616478,0.007376439,0.010178205,0.005770364,0.005666222,0,0,0,0,0.00065205,0,0.000442061,0
Fun_asv108,0.000219675,0,0,0,0.002046579,0.001973677,0.001499478,0.00230397,0,0,0,0,0.002801777,0.001688206,0.003674015,0.001064404
Fun_asv109,0.000828773,0.000390287,0.000289963,0.00038681,0.00128048,0.001956464,0.002158781,0.000727569,0.000680176,0.000938369,0.001079338,0.000131155,0.001161464,0.00224706,0.001866478,0.00150923
Fun_asv110,0.000758877,0.000219536,0,0,0.002342074,0.002868716,0.002409667,0.002182708,0,0,0,0,0.000305648,0,0,0
Fun_asv111,0.00045932,0.00020734,0,0,0.000580046,0.000866352,0.00390331,0.004905581,0,0,0,0,0.0000917,0,0.0000786,0
Fun_asv112,0.001427887,0.000512251,0.001201276,0.001438449,0.000952152,0.002082688,0.002205458,0.001069306,0.000311747,0,0,0,0.000407531,0,0,0
Fun_asv113,0.000249631,0.000134161,0,0,0.000393994,0.000654067,0.005606997,0.004233131,0,0,0,0,0.000152824,0,0.001326182,0.000206526
Fun_asv114,0.0000499,0,0,0.00038681,0.002188854,0.000665542,0.003296517,0.00396856,0,0,0,0,0.00035659,0.00058214,0.001453888,0.000635465
Fun_asv115,0.001517754,0.000353697,0,0.0000363,0.000503437,0.000367196,0.002088767,0.006162292,0,0,0,0,0,0.000162999,0.000510826,0.000206526
Fun_asv116,0.0000599,0,0,0,0,0.0000344,0.000110856,0,0,0,0.0000381,0,0.000529791,0.001699849,0.009528862,0.001143838
Fun_asv117,0.001777369,0.003305241,0.003935214,0.004339522,0.001039706,0.001887615,0.001598665,0.000132285,0,0,0,0,0,0,0,0
Fun_asv118,0.000449335,0.000304912,0.000069,0.0000604,0.002068467,0.002381034,0.001697852,0.002314993,0,0,0,0,0.000224142,0.000244499,0.000167001,0
Fun_asv119,0.000659025,0.000219536,0.001242699,0.000725268,0.0021013,0.001411408,0.00102688,0.001278758,0.000604601,0,0,0.000405389,0.001263347,0.001816277,0.012809934,0.000937311
Fun_asv120,0.00045932,0.00017075,0.000635157,0.001075815,0.002199799,0.002277761,0.002252134,0.000352761,0,0,0,0,0,0,0,0
Fun_asv121,0.000389424,0.000146358,0,0,0.003064396,0.004257175,0.004486764,0.005589056,0,0,0,0,0.003912299,0.002002561,0.004243782,0.00155689
Fun_asv122,0.000768862,0.001988023,0.002568245,0.002828547,0.001378978,0.000946676,0.000688476,0.000121262,0,0,0,0.000166925,0.000315837,0,0.000471531,0
Fun_asv123,0.000409394,0.000195143,0.000220924,0.000374722,0.002199799,0.00252447,0.00236299,0.000231499,0,0,0,0,0,0,0,0
Fun_asv124,0.001038463,0.000500055,0.00012427,0.000193405,0.000733266,0.001004051,0.002339652,0.002469326,0,0,0,0,0.000101883,0.000302713,0.000510826,0.000270073
Fun_asv125,0.000359468,0.000353697,0.000276155,0.000447249,0.001543142,0.002627744,0.002281307,0.00058426,0,0,0,0,0,0,0,0
Fun_asv126,0.000299557,0.000146358,0.001007967,0.000471424,0.001543142,0.001600744,0.000309231,0.000220476,0.007510273,0.0004245,0.000342848,0.000643854,0.000305648,0.000139714,0.000334001,0
Fun_asv127,0.001837281,0.000743984,0.000110462,0.000241756,0.000777043,0.001090112,0.00191373,0.002667754,0,0,0,0,0,0,0,0.000270073
Fun_asv128,0.003744458,0.000634216,0.000207117,0.000157141,0.000831765,0.00020081,0.004428419,0.00875288,0,0,0,0,0.000815062,0.001152637,0.001581595,0.000810218
Fun_asv129,0.000389424,0.000390287,0.000069,0.000193405,0.001554087,0.001904827,0.003448216,0.003196896,0,0,0,0,0.000254707,0.000104785,0.000108059,0.0000794
Fun_asv130,0.000888685,0.000451269,0.000566118,0.00088241,0.001816749,0.001405671,0.002024587,0.000617332,0,0,0,0,0,0,0,0
Fun_asv131,0.000479291,0.0000488,0,0,0.000612879,0.000745866,0.002864761,0.000617332,0,0,0,0,0.000804874,0.001827919,0,0.000365393
Fun_asv132,0.000169749,0.000536644,0.000207117,0.000447249,0.000853653,0.000803241,0.000478433,0.000143309,0.000547919,0.001038909,0.001155526,0.008131632,0.000621485,0.000442426,0.001355652,0.000381279
Fun_asv133,0.001308064,0.001805076,0.000759427,0.000797795,0.00022983,0.000240972,0.000350073,0.000881902,0.000906901,0.000625579,0.001206319,0.001681173,0,0,0,0
Fun_asv134,0.000339498,0,0,0,0.000612879,0.001417146,0.001242758,0.003461466,0,0,0,0,0.000631673,0,0.000481355,0.000413052
Fun_asv135,0.000629069,0.00017075,0,0.0000725,0.001105371,0.001577794,0.001960407,0.002590588,0.000132256,0.000290448,0.00026666,0.0000596,0.000285272,0.00058214,0.000491178,0.000778445
Fun_asv136,0.000928626,0.000146358,0.0000967,0.000350546,0.0021013,0.003063789,0.001446967,0.00067245,0,0,0,0,0,0,0.0000393,0
Fun_asv137,0.0000699,0.0000854,0,0,0.00256096,0.002966252,0.000519274,0.000573236,0,0,0,0,0,0,0.000235766,0
Fun_asv138,0.001028478,0.002390506,0.00179501,0.003094478,0.001641641,0.00384408,0.001382787,0.001664591,0.003259175,0.000659093,0.000507924,0.000691546,0.000173201,0,0.0000884,0
Fun_asv139,0.002396453,0.000268322,0.002140204,0.001752732,0,0,0.000175036,0.000562213,0.000991923,0.000223421,0.000253962,0.000977704,0,0,0,0
Fun_asv140,0.000698966,0.00117086,0.000869889,0.000362634,0.000580046,0.001640906,0.001108563,0.000242523,0.000340088,0.002960332,0.002285656,0.001287707,0,0,0,0.000349506
Fun_asv141,0.000419379,0.000548841,0.000331386,0.000447249,0.001247647,0.00152042,0.001569492,0.001565377,0,0,0.0000762,0,0.000489037,0.001734777,0.00085465,0.001175611
Fun_asv142,0.0000799,0.0000732,0,0,0.000481548,0.000218022,0.002631379,0.002502398,0,0,0,0,0.0000917,0.0000815,0.000127706,0.0000953
Fun_asv143,0,0,0,0,0,0,0,0.0000772,0.014907184,0.00073729,0.00166345,0.000548468,0.000152824,0,0.0000982,0
Fun_asv144,0.000549187,0.000487858,0.001242699,0.000483512,0.0000876,0.0000631,0.0000583,0.0000992,0.000510132,0.002792766,0.000838074,0.001693096,0,0,0.0000295,0
Fun_asv145,0.001058434,0.000951324,0.003065325,0.001172517,0.000853653,0.000797503,0.001388621,0.001796876,0,0,0,0,0,0,0,0
Fun_asv146,0.002566202,0.001841666,0.000414233,0.000253844,0.000459659,0.000292609,0.00057762,0.000573236,0.000377875,0.0000559,0,0,0,0.000221213,0,0
Fun_asv147,0.0000799,0.000243929,0,0.000193405,0.001061594,0.001704017,0.001470305,0.000165357,0.000141703,0.000245763,0.000190471,0,0.000305648,0,0.000314354,0.000413052
Fun_asv148,0.000289571,0.0000488,0.000207117,0.0000846,0.000711378,0.000407358,0.001902061,0.000418904,0,0,0,0.000166925,0.000183389,0.000803353,0.000677826,0.000571919
Fun_asv149,0.002126852,0.000317108,0,0,0,0.000292609,0.00493019,0.002733897,0,0,0,0,0,0,0,0
Fun_asv150,0.0000499,0.000109768,0,0.00038681,0.001488421,0.001761392,0.001464471,0.000121262,0.000141703,0,0,0,0.0000509,0,0,0
